Employee_ID,Age,Gender,Department,Job_Role,Experience,Education,Salary,Performance_Score,Job_Satisfaction,Overtime,Work_Hours,Remote_Work,Training_Hours,Projects,Promotion_Last_5Yrs,Joining_Date,Attrition,City,Employment_Type,Manager_Rating,Sick_Leaves
986,45,Female,IT,Software Engineer,19,Master,189167,1,10,No,41,No,67,13,No,2025-10-13,No,Faisalabad,Full-Time,7,9
987,42,Female,IT,DevOps Engineer,20,PhD,238713,3,4,Yes,55,Yes,60,8,No,2017-11-18,No,Lahore,Contract,8,0
988,39,Male,Marketing,SEO Executive,1,Bachelor,69863,5,7,No,39,No,7,3,No,2022-09-23,No,Karachi,Contract,10,14
989,36,Male,HR,HR Executive,14,PhD,187447,4,10,No,54,Yes,44,14,No,2013-11-29,No,Rawalpindi,Contract,6,2
990,34,Male,Finance,Accountant,8,PhD,139739,5,7,No,47,Yes,78,8,Yes,2017-10-26,No,Peshawar,Full-Time,10,13
991,49,Male,HR,HR Executive,23,PhD,243904,2,6,No,48,No,71,12,No,2013-01-29,No,Islamabad,Contract,7,6
992,22,Female,Sales,Sales Executive,1,Bachelor,61535,1,5,Yes,37,No,74,3,No,2018-12-08,No,Faisalabad,Full-Time,6,4
993,45,Female,HR,Recruiter,18,Master,205103,2,6,Yes,49,Yes,65,10,No,2017-09-19,No,Rawalpindi,Full-Time,5,3
994,31,Male,Marketing,Marketing Specialist,3,Master,71176,3,9,No,43,Yes,75,6,No,2025-11-13,No,Peshawar,Full-Time,10,8
995,38,Male,Sales,Sales Manager,14,Master,191140,5,7,Yes,37,No,31,11,Yes,2012-02-01,No,Rawalpindi,Contract,8,14
996,42,Female,Finance,Accountant,19,Bachelor,198443,2,6,Yes,52,No,75,14,No,2017-02-25,No,Faisalabad,Contract,7,14
997,31,Male,HR,HR Executive,10,Master,109891,5,8,Yes,38,Yes,8,7,Yes,2018-03-31,No,Rawalpindi,Full-Time,7,10
998,31,Female,Marketing,Marketing Specialist,10,Bachelor,101740,1,7,Yes,47,Yes,11,9,No,2025-11-08,No,Faisalabad,Full-Time,7,14
999,52,Male,HR,HR Executive,9,Master,114673,5,8,No,48,No,10,8,Yes,2024-06-05,No,Faisalabad,Full-Time,9,7
1000,42,Female,Sales,Sales Manager,16,PhD,175035,3,8,Yes,49,No,61,13,No,2013-01-31,No,Rawalpindi,Full-Time,9,7
